paso,tiempo_s,ps7_crudo,ps0_crudo,ps2_lateral,ps5_lateral,frontal_crudo,frontal_metros_crudo,frontal_filtrado,distancia_kalman,avance_robot_m,ganancia_kalman,vel_izq,vel_der,estado_bloqueado
414,13.248,72.7069,68.2132,68.0534,215.5018,72.7069,3.4385,3.5932,3.5562,0.001802,0.4633,4.0,1.2,0
415,13.28,61.8988,68.3004,69.7571,217.2079,68.3004,3.6603,3.6155,3.6035,0.001674,0.4633,4.0,1.2,0
416,13.312,73.639,68.5311,64.113,178.3027,73.639,3.3949,3.581,3.506,0.001674,0.4633,4.0,1.2,0
417,13.344,65.8599,71.2277,65.3466,156.9794,71.2277,3.5099,3.5342,3.5069,0.001738,0.4633,4.0,1.2,0
418,13.376,70.1289,59.9775,69.0747,133.7635,70.1289,3.5649,3.5137,3.5328,0.001674,0.4633,4.0,1.2,0
419,13.408,69.0261,69.4188,65.4802,118.8513,69.4188,3.6013,3.5463,3.5636,0.001738,0.4633,4.0,1.2,0
420,13.44,64.3469,64.2138,73.2761,111.8729,64.3469,3.8852,3.5912,3.7117,0.001674,0.4633,4.0,1.2,0
421,13.472,65.9387,72.6903,70.7698,107.5755,72.6903,3.4393,3.6001,3.5846,0.001674,0.4633,4.0,1.2,0
422,13.504,62.5494,71.0915,64.2068,78.4563,71.0915,3.5166,3.6014,3.5521,0.001738,0.4633,4.0,4.0,0
423,13.536,67.7405,68.0464,68.359,67.049,68.0464,3.674,3.6233,3.6072,0.002639,0.4633,4.0,4.0,0
424,13.568,65.955,66.3958,71.7063,67.9227,66.3958,3.7653,3.6561,3.6791,0.002575,0.4633,4.0,4.0,0
425,13.6,66.6595,66.6391,67.7498,66.7213,66.6595,3.7504,3.6291,3.7107,0.002704,0.4633,4.0,4.0,0
426,13.632,68.6109,73.7151,71.8309,65.4522,73.7151,3.3914,3.6195,3.5614,0.002575,0.4633,4.0,4.0,0
427,13.664,69.7947,71.4831,61.2738,72.2509,71.4831,3.4973,3.6157,3.5303,0.002575,0.4633,4.0,4.0,0
428,13.696,69.2666,69.4857,67.3989,68.9274,69.4857,3.5979,3.6005,3.5602,0.002704,0.4633,4.0,4.0,0
429,13.728,68.3774,66.7919,71.7268,71.4961,68.3774,3.6562,3.5786,3.6033,0.002575,0.4633,4.0,4.0,0
430,13.76,68.2768,65.9749,70.8576,65.3599,68.2768,3.6616,3.5609,3.6289,0.002575,0.4633,4.0,4.0,0
431,13.792,58.3717,63.4891,62.9447,59.9178,63.4891,3.9377,3.6701,3.7705,0.002704,0.4633,4.0,4.0,0
432,13.824,73.7917,63.2607,69.015,71.3955,73.7917,3.3879,3.6482,3.5919,0.002575,0.4633,4.0,4.0,0
433,13.856,72.7566,64.5549,68.8668,67.2001,72.7566,3.4361,3.6159,3.5183,0.002575,0.4633,4.0,4.0,0
434,13.888,64.5028,64.3185,59.213,69.532,64.5028,3.8758,3.6598,3.6825,0.002704,0.4633,4.0,4.0,0
435,13.92,69.7008,68.3075,64.1629,67.5774,69.7008,3.5868,3.6449,3.6368,0.002575,0.4633,4.0,4.0,0
436,13.952,69.6365,64.9496,66.8946,67.3443,69.6365,3.5901,3.5753,3.6137,0.002639,0.4633,4.0,4.0,0
437,13.984,73.9884,71.9147,66.7861,66.8856,73.9884,3.3789,3.5735,3.5035,0.002639,0.4633,4.0,4.0,0
438,14.016,72.4802,63.4841,66.6804,74.4846,72.4802,3.4492,3.5762,3.477,0.002575,0.4633,4.0,4.0,0
439,14.048,67.688,66.2656,63.6159,65.4269,67.688,3.6934,3.5397,3.5758,0.002704,0.4633,4.0,4.0,0
440,14.08,70.7555,62.4041,63.7434,64.2652,70.7555,3.5333,3.529,3.5547,0.002575,0.4633,4.0,4.0,0
441,14.112,67.2364,69.088,64.4493,62.5382,69.088,3.6186,3.5347,3.5829,0.002575,0.4633,4.0,4.0,0
442,14.144,69.5905,72.023,67.5888,69.4962,72.023,3.4711,3.5531,3.5297,0.002704,0.4633,4.0,4.0,0
443,14.176,68.7351,64.9041,68.6006,59.8902,68.7351,3.6372,3.5907,3.5781,0.002575,0.4633,4.0,4.0,0
444,14.208,64.1333,64.5949,64.0707,73.7035,64.5949,3.8703,3.6261,3.7121,0.002575,0.4633,4.0,4.0,0
445,14.24,62.5608,72.1097,74.529,68.6138,72.1097,3.4669,3.6128,3.5971,0.002704,0.4633,4.0,4.0,0
446,14.272,67.5469,70.4995,68.1129,69.8672,70.4995,3.5461,3.5983,3.5721,0.002575,0.4633,4.0,4.0,0
447,14.304,66.2446,58.6663,69.7319,64.6522,66.2446,3.7739,3.6589,3.6642,0.002575,0.4633,4.0,4.0,0
448,14.336,67.8658,69.4761,68.4055,69.1275,69.4761,3.5984,3.6511,3.6322,0.002704,0.4633,4.0,4.0,0
449,14.368,66.8516,69.1247,68.4499,74.0781,69.1247,3.6167,3.6004,3.6236,0.002575,0.4633,4.0,4.0,0
450,14.4,69.9585,65.215,67.1272,68.8409,69.9585,3.5735,3.6217,3.599,0.002575,0.4633,4.0,4.0,0
451,14.432,64.2772,68.1043,70.0746,62.5741,68.1043,3.6708,3.6467,3.6309,0.002704,0.4633,4.0,4.0,0
452,14.464,63.4421,67.2151,69.0985,72.4942,67.2151,3.7194,3.6358,3.6705,0.002575,0.4633,4.0,4.0,0
453,14.496,62.9525,59.5415,65.9448,65.4856,62.9525,3.9712,3.7103,3.8084,0.002639,0.4633,4.0,4.0,0
454,14.528,69.9853,65.1829,67.1399,70.0735,69.9853,3.5722,3.7014,3.6976,0.002639,0.4633,4.0,4.0,0
455,14.56,67.6421,66.1775,69.4686,57.4116,67.6421,3.6959,3.7259,3.6954,0.002575,0.4633,4.0,4.0,0
456,14.592,67.2374,69.1303,67.4455,69.0083,69.1303,3.6164,3.715,3.6573,0.002704,0.4633,4.0,4.0,0
457,14.624,67.7674,67.7249,68.1929,63.0892,67.7674,3.6891,3.709,3.6707,0.002575,0.4633,4.0,4.0,0
458,14.656,70.2877,65.7001,69.5073,67.5684,70.2877,3.5568,3.6261,3.6165,0.002575,0.4633,4.0,4.0,0
459,14.688,63.5029,66.4564,69.0914,71.7505,66.4564,3.7619,3.664,3.6824,0.002704,0.4633,4.0,4.0,0
460,14.72,66.6085,70.8412,64.5358,68.5003,70.8412,3.529,3.6306,3.61,0.002575,0.4633,4.0,4.0,0
461,14.752,68.7471,70.1118,67.441,68.3559,70.1118,3.5657,3.6205,3.5881,0.002575,0.4633,4.0,4.0,0
462,14.784,66.3826,65.5374,69.7915,70.2487,66.3826,3.766,3.6359,3.6691,0.002704,0.4633,4.0,4.0,0
463,14.816,74.4101,56.6698,66.8069,62.7617,74.4101,3.3598,3.5965,3.5244,0.002575,0.4633,4.0,4.0,0
464,14.848,64.0769,64.6805,63.6943,63.2305,64.6805,3.8652,3.6171,3.6809,0.002575,0.4633,4.0,4.0,0
465,14.88,69.5272,62.2238,68.6997,70.2099,69.5272,3.5957,3.6305,3.64,0.002704,0.4633,4.0,4.0,0
466,14.912,67.0507,70.417,67.2046,62.0889,70.417,3.5503,3.6274,3.597,0.002575,0.4633,4.0,4.0,0
467,14.944,68.7712,66.9756,67.4163,67.0202,68.7712,3.6352,3.6012,3.6133,0.002639,0.4633,4.0,4.0,0
468,14.976,68.8351,63.1317,63.4387,68.5007,68.8351,3.6319,3.6557,3.6205,0.002639,0.4633,4.0,4.0,0
469,15.008,68.3499,63.3566,68.9822,71.929,68.3499,3.6577,3.6142,3.6363,0.002575,0.4633,4.0,4.0,0
470,15.04,67.1808,66.8189,69.4398,64.4141,67.1808,3.7213,3.6393,3.6743,0.002639,0.4633,4.0,4.0,0
471,15.072,62.2384,65.1105,67.0686,69.6284,65.1105,3.8396,3.6971,3.7495,0.002639,0.4633,4.0,4.0,0
472,15.104,62.157,68.862,69.1789,68.5112,68.862,3.6304,3.6962,3.6929,0.002575,0.4633,4.0,4.0,0
473,15.136,65.0954,63.1631,69.2368,69.5898,65.0954,3.8405,3.7379,3.7599,0.002704,0.4633,4.0,4.0,0
474,15.168,71.9019,65.2744,62.9742,73.4405,71.9019,3.477,3.7018,3.6274,0.002575,0.4633,4.0,4.0,0
475,15.2,66.6674,68.5896,67.719,69.2754,68.5896,3.6449,3.6865,3.6341,0.002575,0.4633,4.0,4.0,0
476,15.232,72.1495,65.1613,67.2529,68.0901,72.1495,3.465,3.6116,3.5543,0.002704,0.4633,4.0,4.0,0
477,15.264,62.3574,68.0737,69.4014,71.135,68.0737,3.6725,3.62,3.6077,0.002575,0.4633,4.0,4.0,0
478,15.296,70.2619,71.9658,68.1746,64.5686,71.9658,3.4739,3.5466,3.5443,0.002575,0.4633,4.0,4.0,0
479,15.328,64.5109,63.7147,73.0128,70.3595,64.5109,3.8753,3.6263,3.6962,0.002704,0.4633,4.0,4.0,0
480,15.36,71.5633,65.4977,64.3746,62.7423,71.5633,3.4934,3.596,3.6009,0.002575,0.4633,4.0,4.0,0
481,15.392,67.1254,68.5878,64.8437,67.8441,68.5878,3.645,3.632,3.6199,0.002575,0.4633,4.0,4.0,0
482,15.424,62.2005,65.5603,64.3942,65.7863,65.5603,3.8133,3.6602,3.7081,0.002704,0.4633,4.0,4.0,0
483,15.456,71.8874,67.5951,66.2057,70.2403,71.8874,3.4777,3.6609,3.5999,0.002575,0.4633,4.0,4.0,0
484,15.488,65.9114,62.8887,65.7005,64.6959,65.9114,3.793,3.6445,3.688,0.002639,0.4633,4.0,4.0,0
485,15.52,72.1482,66.4856,60.1669,65.1621,72.1482,3.4651,3.6388,3.5833,0.002639,0.4633,4.0,4.0,0
486,15.552,70.505,69.9441,64.0206,68.2247,70.505,3.5458,3.619,3.5646,0.002575,0.4633,4.0,4.0,0
487,15.584,65.6472,69.2215,69.7756,67.7546,69.2215,3.6116,3.5786,3.5849,0.002704,0.4633,4.0,4.0,0
488,15.616,68.7528,71.5994,65.1717,69.4812,71.5994,3.4917,3.5814,3.5403,0.002575,0.4633,4.0,4.0,0
489,15.648,71.2269,71.9494,65.243,64.7352,71.9494,3.4747,3.5178,3.5085,0.002575,0.4633,4.0,4.0,0
490,15.68,69.5076,69.5194,59.8691,63.3081,69.5194,3.5961,3.544,3.5477,0.002704,0.4633,4.0,4.0,0
491,15.712,69.1349,66.2823,69.7706,67.5812,69.1349,3.6161,3.558,3.578,0.002575,0.4633,4.0,4.0,0
492,15.744,66.1835,66.4181,67.1598,65.4135,66.4181,3.764,3.5885,3.6628,0.002575,0.4633,4.0,4.0,0
493,15.776,69.3321,70.0401,58.7731,66.2844,70.0401,3.5694,3.6041,3.6181,0.002704,0.4633,4.0,4.0,0
494,15.808,66.8351,72.9677,71.1934,68.1212,72.9677,3.4262,3.5944,3.5278,0.002575,0.4633,4.0,4.0,0
495,15.84,68.5639,64.572,68.0454,66.4323,68.5639,3.6462,3.6044,3.5813,0.002575,0.4633,4.0,4.0,0
496,15.872,66.6453,71.6313,69.0837,65.2803,71.6313,3.4901,3.5792,3.5376,0.002704,0.4633,4.0,4.0,0
497,15.904,65.2952,66.1436,67.0394,62.4239,66.1436,3.7797,3.5823,3.6484,0.002575,0.4633,4.0,4.0,0
498,15.936,69.8222,64.1929,65.1877,71.1949,69.8222,3.5805,3.5845,3.6155,0.002639,0.4633,4.0,4.0,0
499,15.968,66.9909,64.7155,69.8044,64.482,66.9909,3.7318,3.6457,3.668,0.002639,0.4633,4.0,4.0,0
500,16.0,62.0169,66.9476,64.456,65.3495,66.9476,3.7343,3.6633,3.6973,0.002575,0.4633,4.0,4.0,0
501,16.032,68.1068,69.223,67.626,64.8088,69.223,3.6115,3.6876,3.6561,0.002639,0.4633,4.0,4.0,0
502,16.064,71.5152,74.9676,62.5382,68.5037,74.9676,3.3348,3.5986,3.5058,0.002639,0.4633,4.0,4.0,0
503,16.096,75.0316,66.558,68.1778,61.7135,75.0316,3.3319,3.5489,3.4239,0.002575,0.4633,4.0,4.0,0
504,16.128,68.2897,71.3964,69.6756,64.771,71.3964,3.5016,3.5028,3.4584,0.002704,0.4633,4.0,4.0,0
505,16.16,64.2099,63.9376,64.5548,65.6474,64.2099,3.8935,3.5347,3.6586,0.002575,0.4633,4.0,4.0,0
506,16.192,69.3325,65.7884,70.7021,58.6126,69.3325,3.6058,3.5335,3.6328,0.002575,0.4633,4.0,4.0,0
507,16.224,66.7805,70.8604,69.3858,66.2022,70.8604,3.5281,3.5722,3.5828,0.002704,0.4633,4.0,4.0,0
508,16.256,66.6276,58.4388,66.4955,67.8809,66.6276,3.7522,3.6562,3.6599,0.002575,0.4633,4.0,4.0,0
509,16.288,68.0416,64.8151,73.5675,67.9041,68.0416,3.6742,3.6908,3.6652,0.002575,0.4633,4.0,4.0,0
510,16.32,69.1178,68.5422,67.1369,68.7327,69.1178,3.617,3.6355,3.6414,0.002704,0.4633,4.0,4.0,0
511,16.352,61.2973,70.2311,70.4353,69.021,70.2311,3.5597,3.6262,3.6022,0.002575,0.4633,4.0,4.0,0
512,16.384,60.5597,65.9571,73.0813,74.0604,65.9571,3.7903,3.6787,3.688,0.002575,0.4633,4.0,4.0,0
513,16.416,64.7328,63.3542,69.799,66.2033,64.7328,3.862,3.7007,3.7672,0.002704,0.4633,4.0,4.0,0
514,16.448,65.6853,65.5569,68.6671,67.8291,65.6853,3.806,3.727,3.7838,0.002575,0.4633,4.0,4.0,0
515,16.48,70.9638,68.8732,61.6821,63.7239,70.9638,3.5229,3.7082,3.6615,0.002639,0.4633,4.0,4.0,0
516,16.512,68.2702,65.1616,63.2794,70.1974,68.2702,3.6619,3.7286,3.6603,0.002639,0.4633,4.0,4.0,0
517,16.544,69.5094,66.1363,70.2108,66.5287,69.5094,3.5966,3.6899,3.6294,0.002575,0.4633,4.0,4.0,0
518,16.576,68.6401,69.2577,67.8821,64.7022,69.2577,3.6097,3.6394,3.6188,0.002704,0.4633,4.0,4.0,0
519,16.608,63.0442,66.0884,63.5218,65.3176,66.0884,3.7828,3.6348,3.6934,0.002575,0.4633,4.0,4.0,0
520,16.64,66.8719,63.8761,65.8433,67.3155,66.8719,3.7385,3.6779,3.7129,0.002575,0.4633,4.0,4.0,0
521,16.672,73.8115,74.4533,61.9986,65.3086,74.4533,3.3578,3.6171,3.5469,0.002704,0.4633,4.0,4.0,0
522,16.704,70.6395,65.0176,65.0688,69.6462,70.6395,3.5391,3.6056,3.5419,0.002575,0.4633,4.0,4.0,0
523,16.736,66.5495,66.9974,68.2603,68.3521,66.9974,3.7315,3.6299,3.6284,0.002575,0.4633,4.0,4.0,0
524,16.768,64.4061,66.3915,64.7497,66.3396,66.3915,3.7655,3.6265,3.6905,0.002704,0.4633,4.0,4.0,0
525,16.8,67.7893,70.7537,68.0239,64.9199,70.7537,3.5334,3.5855,3.6163,0.002575,0.4633,4.0,4.0,0
526,16.832,71.9029,67.7091,68.8085,63.4758,71.9029,3.4769,3.6093,3.5503,0.002575,0.4633,4.0,4.0,0
527,16.864,70.9015,67.8882,66.4207,68.0145,70.9015,3.526,3.6067,3.5376,0.002704,0.4633,4.0,4.0,0
528,16.896,67.1827,68.8093,65.1679,70.837,68.8093,3.6332,3.587,3.5805,0.002575,0.4633,4.0,4.0,0
529,16.928,68.5036,66.8548,72.9118,69.3617,68.5036,3.6494,3.5638,3.6111,0.002575,0.4633,4.0,4.0,0
530,16.96,65.7184,66.5663,70.0294,65.5321,66.5663,3.7557,3.6083,3.6766,0.002704,0.4633,4.0,4.0,0
531,16.992,67.88,65.963,68.6998,72.6154,67.88,3.683,3.6495,3.6782,0.002575,0.4633,4.0,4.0,0
532,17.024,67.6772,65.6636,67.663,69.7379,67.6772,3.694,3.6831,3.6841,0.002639,0.4633,4.0,4.0,0
533,17.056,69.1589,63.1232,63.427,72.6133,69.1589,3.6149,3.6794,3.6506,0.002639,0.4633,4.0,4.0,0
534,17.088,64.1509,65.7199,63.8005,72.8881,65.7199,3.804,3.7103,3.7203,0.002575,0.4633,4.0,4.0,0
535,17.12,72.4482,64.5649,66.1843,70.0124,72.4482,3.4507,3.6493,3.594,0.002704,0.4633,4.0,4.0,0
536,17.152,68.1647,65.8081,69.9843,73.2946,68.1647,3.6676,3.6462,3.6267,0.002575,0.4633,4.0,4.0,0
537,17.184,70.1799,70.2847,65.2292,2655.8268,70.2847,3.557,3.6188,3.593,0.002575,0.4633,4.0,1.2,0
538,17.216,61.5029,64.6863,68.474,1571.7124,64.6863,3.8648,3.6688,3.718,0.001738,0.4633,4.0,1.2,0
539,17.248,62.2702,69.7243,62.2325,746.9191,69.7243,3.5855,3.6251,3.6557,0.001674,0.4633,4.0,1.2,0
540,17.28,67.4035,64.9121,63.6095,436.719,67.4035,3.709,3.6768,3.6795,0.001738,0.4633,4.0,1.2,0
541,17.312,68.4756,69.0635,68.6163,315.7984,69.0635,3.6199,3.6672,3.6509,0.001738,0.4633,4.0,1.2,0
542,17.344,68.9442,65.6053,71.176,214.3802,68.9442,3.6261,3.6811,3.6385,0.001674,0.4633,4.0,1.2,0
543,17.376,67.5088,71.2192,68.3152,164.5703,71.2192,3.5103,3.6102,3.5782,0.001674,0.4633,4.0,1.2,0
544,17.408,65.9642,71.4928,64.8482,136.0298,71.4928,3.4969,3.5924,3.5396,0.001738,0.4633,4.0,1.2,0
545,17.44,67.8565,62.4423,69.8528,102.4719,67.8565,3.6842,3.5875,3.6057,0.001674,0.4633,4.0,1.2,0
546,17.472,71.5382,68.5201,63.9081,67.1101,71.5382,3.4946,3.5624,3.5533,0.001738,0.4633,4.0,4.0,0
547,17.504,61.353,67.9229,62.8219,67.9829,67.9229,3.6806,3.5733,3.6109,0.002639,0.4633,4.0,4.0,0
548,17.536,69.6621,69.3924,63.4793,68.4264,69.6621,3.5888,3.589,3.5993,0.002575,0.4633,4.0,4.0,0
549,17.568,70.1484,61.2611,63.2082,69.9179,70.1484,3.5639,3.6024,3.5814,0.002639,0.4633,4.0,4.0,0
550,17.6,66.1026,69.1185,62.437,69.5081,69.1185,3.617,3.589,3.5965,0.002639,0.4633,4.0,4.0,0
551,17.632,63.047,65.2171,69.9992,67.3102,65.2171,3.8333,3.6567,3.7049,0.002575,0.4633,4.0,4.0,0
552,17.664,66.8988,66.4519,60.0994,60.4254,66.8988,3.737,3.668,3.7183,0.002639,0.4633,4.0,4.0,0
553,17.696,67.2102,66.647,69.3008,66.093,67.2102,3.7197,3.6942,3.7175,0.002639,0.4633,4.0,4.0,0
554,17.728,70.9551,67.0316,70.8454,70.4509,70.9551,3.5234,3.6861,3.6262,0.002575,0.4633,4.0,4.0,0
555,17.76,72.5076,65.6899,70.4335,64.2193,72.5076,3.4479,3.6523,3.5422,0.002639,0.4633,4.0,4.0,0
556,17.792,63.6747,65.1331,67.8961,70.3882,65.1331,3.8383,3.6532,3.678,0.002639,0.4633,4.0,4.0,0
557,17.824,67.8661,65.8585,66.6305,69.4781,67.8661,3.6837,3.6426,3.6792,0.002575,0.4633,4.0,4.0,0
558,17.856,65.4313,64.0168,67.4522,64.1065,65.4313,3.8208,3.6628,3.7434,0.002704,0.4633,4.0,4.0,0
559,17.888,69.2109,60.6017,75.999,62.981,69.2109,3.6121,3.6806,3.6812,0.002575,0.4633,4.0,4.0,0
560,17.92,63.0403,66.1705,65.9532,67.0919,66.1705,3.7781,3.7466,3.7247,0.002575,0.4633,4.0,4.0,0
561,17.952,60.5131,69.0959,69.6897,71.4582,69.0959,3.6182,3.7026,3.6739,0.002704,0.4633,4.0,4.0,0
562,17.984,70.3348,69.9433,65.4757,74.256,70.3348,3.5544,3.6767,3.6172,0.002575,0.4633,4.0,4.0,0
563,18.016,70.6548,64.3041,65.3479,68.9382,70.6548,3.5383,3.6202,3.5792,0.002639,0.4633,4.0,4.0,0
564,18.048,69.6977,73.3278,70.8738,66.5793,73.3278,3.4093,3.5797,3.4991,0.002639,0.4633,4.0,4.0,0
565,18.08,68.1103,66.3982,70.5173,64.2788,68.1103,3.6705,3.5582,3.5771,0.002575,0.4633,4.0,4.0,0
566,18.112,70.5988,67.4712,63.2018,74.2624,70.5988,3.5411,3.5428,3.559,0.002639,0.4633,4.0,4.0,0
567,18.144,71.3909,68.1899,66.1908,63.8302,71.3909,3.5018,3.5322,3.5311,0.002639,0.4633,4.0,4.0,0
568,18.176,62.5538,66.4876,67.5763,67.3026,66.4876,3.7601,3.5766,3.6358,0.002575,0.4633,4.0,4.0,0
569,18.208,66.8152,66.3506,62.0149,65.9999,66.8152,3.7417,3.6431,3.6834,0.002639,0.4633,4.0,4.0,0
570,18.24,70.613,72.3016,62.1451,61.8148,72.3016,3.4577,3.6005,3.5775,0.002639,0.4633,4.0,4.0,0
571,18.272,64.8815,70.2847,68.9112,68.4716,70.2847,3.557,3.6037,3.5666,0.002575,0.4633,4.0,4.0,0
572,18.304,65.5446,62.5568,66.0893,73.0808,65.5446,3.8142,3.6661,3.6799,0.002639,0.4633,4.0,4.0,0
573,18.336,66.3072,64.7509,66.2195,64.5727,66.3072,3.7703,3.6682,3.7204,0.002639,0.4633,4.0,4.0,0
574,18.368,63.9837,64.1891,65.8602,66.5672,64.1891,3.8947,3.6988,3.7998,0.002575,0.4633,4.0,4.0,0
575,18.4,68.8454,56.0401,60.2862,68.4865,68.8454,3.6313,3.7335,3.7203,0.002704,0.4633,4.0,4.0,0
